,rank,country,region,score,gdp_per_capita,healthy_life_expectancy,freedom_to_life_choice,generosity,corruption_perceptions,population,year,sqrt_of_population
55,56,Lithuania,Central and Eastern Europe,5.832999999999999,1.14723,0.73128,0.21341999999999997,0.026410000000000003,0.01031,2930000.0,2015,1711.724276862369
56,57,Nicaragua,Latin America and Caribbean,5.827999999999999,0.59325,0.7431399999999999,0.55475,0.27815,0.19317,6220000.0,2015,2493.992782667985
57,58,Peru,Latin America and Caribbean,5.824,0.9001899999999999,0.73017,0.41496000000000005,0.14982,0.05989,30500000.0,2015,5522.68050859363
58,59,Belarus,Central and Eastern Europe,5.813,1.0319200000000002,0.7360800000000001,0.37938,0.11045999999999999,0.1909,9440000.0,2015,3072.458299147443
59,60,Poland,Central and Eastern Europe,5.791,1.12555,0.77903,0.53122,0.16759000000000002,0.04212,38000000.0,2015,6164.414002968976
60,61,Malaysia,Southeastern Asia,5.77,1.12486,0.7239399999999999,0.5302399999999999,0.33075,0.10500999999999999,30300000.0,2015,5504.543577809154
61,62,Croatia,Central and Eastern Europe,5.7589999999999995,1.08254,0.78805,0.25883,0.054439999999999995,0.0243,4230000.0,2015,2056.6963801203133
62,63,Libya,Middle East and Northern Africa,5.754,1.13145,0.7038,0.41668,0.18295,0.11023,6420000.0,2015,2533.7718918639853
63,64,Russia,Central and Eastern Europe,5.716,1.13764,0.6692600000000001,0.36679,0.00199,0.03005,145000000.0,2015,12041.594578792296
64,65,Jamaica,Latin America and Caribbean,5.709,0.81038,0.6874100000000001,0.50442,0.2123,0.02299,2890000.0,2015,1700.0
66,67,Cyprus,Western Europe,5.689,1.20813,0.92356,0.40671999999999997,0.30638000000000004,0.06146,1160000.0,2015,1077.0329614269008
67,68,Algeria,Middle East and Northern Africa,5.605,0.93929,0.61766,0.28579,0.07822,0.17382999999999998,39700000.0,2015,6300.793600809346
69,70,Turkmenistan,Central and Eastern Europe,5.547999999999999,0.95847,0.53886,0.4761,0.16979,0.30844,5570000.0,2015,2360.084744241189
70,71,Mauritius,Sub-Saharan Africa,5.477,1.0076100000000001,0.7095,0.56066,0.37744,0.07521,1260000.0,2015,1122.4972160321825
72,73,Estonia,Central and Eastern Europe,5.428999999999999,1.15174,0.77361,0.44888,0.0868,0.15184,1320000.0,2015,1148.9125293076058
73,74,Indonesia,Southeastern Asia,5.399,0.8282700000000001,0.63793,0.46611,0.51535,0.0,258000000.0,2015,16062.37840420901
74,75,Vietnam,Southeastern Asia,5.36,0.63216,0.7467600000000001,0.59444,0.1686,0.10440999999999999,92700000.0,2015,9628.083921528727
75,76,Turkey,Middle East and Northern Africa,5.332000000000001,1.06098,0.73172,0.22815,0.12253,0.15746,78500000.0,2015,8860.022573334676
77,78,Nigeria,Sub-Saharan Africa,5.268,0.65435,0.16007000000000002,0.34334000000000003,0.27233,0.0403,181000000.0,2015,13453.62404707371
78,79,Bhutan,Southern Asia,5.252999999999999,0.77042,0.57407,0.5320600000000001,0.47998,0.15445,728000.0,2015,853.2291603080616
79,80,Azerbaijan,Central and Eastern Europe,5.212000000000001,1.02389,0.64045,0.3703,0.07799,0.16065,9620000.0,2015,3101.6124838541646
80,81,Pakistan,Southern Asia,5.194,0.59543,0.51466,0.12102,0.33671,0.10464000000000001,199000000.0,2015,14106.735979665884
81,82,Jordan,Middle East and Northern Africa,5.192,0.9019799999999999,0.69639,0.40660999999999997,0.11052999999999999,0.14293,9270000.0,2015,3044.6674695276656
82,82,Montenegro,Central and Eastern Europe,5.192,0.9743799999999999,0.72521,0.1826,0.1614,0.14296,627000.0,2015,791.8333157931662
83,84,China,Eastern Asia,5.14,0.89012,0.81658,0.5169699999999999,0.08185,0.02781,1410000000.0,2015,37549.966711037174
84,85,Zambia,Sub-Saharan Africa,5.129,0.47038,0.29924,0.48827,0.19591,0.12468,15900000.0,2015,3987.480407475377
85,86,Romania,Central and Eastern Europe,5.124,1.04345,0.7689,0.35068,0.13748,0.006490000000000001,19900000.0,2015,4460.9416046390925
86,87,Serbia,Central and Eastern Europe,5.122999999999999,0.92053,0.74836,0.20107,0.19230999999999998,0.02617,8880000.0,2015,2979.932885150268
87,88,Portugal,Western Europe,5.102,1.15991,0.8751899999999999,0.51469,0.13719,0.01078,10400000.0,2015,3224.9030993194197
88,89,Latvia,Central and Eastern Europe,5.098,1.11312,0.72437,0.29671,0.18225999999999998,0.06332,2000000.0,2015,1414.213562373095
89,90,Philippines,Southeastern Asia,5.073,0.70532,0.58114,0.62545,0.24991,0.12279000000000001,102000000.0,2015,10099.504938362077
91,92,Morocco,Middle East and Northern Africa,5.013,0.7347899999999999,0.60954,0.41691000000000006,0.07172,0.08546000000000001,34700000.0,2015,5890.670590009257
92,93,Macedonia,Central and Eastern Europe,5.007,0.91851,0.73545,0.33457,0.22359,0.053270000000000005,2080000.0,2015,1442.2205101855957
93,94,Mozambique,Sub-Saharan Africa,4.971,0.08308,0.09131,0.34037,0.22269,0.15603,27000000.0,2015,5196.152422706632
94,95,Albania,Central and Eastern Europe,4.959,0.8786700000000001,0.81325,0.35733000000000004,0.14272,0.06412999999999999,2890000.0,2015,1700.0
95,96,Bosnia and Herzegovina,Central and Eastern Europe,4.949,0.8322299999999999,0.79081,0.09245,0.24808000000000002,0.00227,3430000.0,2015,1852.0259177452135
96,97,Lesotho,Sub-Saharan Africa,4.898,0.37545,0.07612000000000001,0.31767,0.16388,0.12504,2060000.0,2015,1435.2700094407323
97,98,Dominican Republic,Latin America and Caribbean,4.885,0.8953700000000001,0.66825,0.57672,0.21684,0.14234000000000002,10300000.0,2015,3209.3613071762425
98,99,Laos,Southeastern Asia,4.876,0.5906600000000001,0.54909,0.59591,0.42191999999999996,0.24249,6740000.0,2015,2596.150997149434
99,100,Mongolia,Eastern Asia,4.874,0.82819,0.60268,0.43626000000000004,0.3323,0.026660000000000003,3000000.0,2015,1732.0508075688772
100,101,Swaziland,Sub-Saharan Africa,4.867,0.71206,0.07566,0.30658,0.18259,0.0306,1100000.0,2015,1048.8088481701516
101,102,Greece,Western Europe,4.857,1.15406,0.88213,0.07699,0.0,0.013969999999999998,10700000.0,2015,3271.0854467592253
102,103,Lebanon,Middle East and Northern Africa,4.8389999999999995,1.0256399999999999,0.83947,0.33916,0.21854,0.04582,6530000.0,2015,2555.3864678361274
103,104,Hungary,Central and Eastern Europe,4.8,1.12094,0.75905,0.32111999999999996,0.128,0.02758,9780000.0,2015,3127.299154222378
104,105,Honduras,Latin America and Caribbean,4.788,0.59532,0.6951,0.40148,0.23026999999999997,0.06825,9110000.0,2015,3018.277654557314
105,106,Tajikistan,Central and Eastern Europe,4.7860000000000005,0.39047,0.5737899999999999,0.47216,0.22974,0.15072,8450000.0,2015,2906.8883707497266
106,107,Tunisia,Middle East and Northern Africa,4.739,0.88113,0.73793,0.26268,0.06431,0.06358,11200000.0,2015,3346.640106136302
107,108,Palestinian Territories,Middle East and Northern Africa,4.715,0.59867,0.66015,0.24499,0.11250999999999999,0.12905,4530000.0,2015,2128.379665379276
108,109,Bangladesh,Southern Asia,4.694,0.39753,0.60164,0.4082,0.21222,0.12569,156000000.0,2015,12489.995996796797
109,110,Iran,Middle East and Northern Africa,4.686,1.0088,0.69805,0.30033000000000004,0.38086,0.058629999999999995,78500000.0,2015,8860.022573334676
110,111,Ukraine,Central and Eastern Europe,4.681,0.79907,0.6739,0.25123,0.15275,0.02961,44900000.0,2015,6700.7462271003815
111,112,Iraq,Middle East and Northern Africa,4.677,0.98549,0.60237,0.0,0.17922000000000002,0.13788,35600000.0,2015,5966.573556070519
112,113,South Africa,Sub-Saharan Africa,4.6419999999999995,0.9204899999999999,0.27688,0.33207,0.11972999999999999,0.08884,55400000.0,2015,7443.117626371358
113,114,Ghana,Sub-Saharan Africa,4.633,0.5455800000000001,0.40131999999999995,0.42341999999999996,0.23087,0.04355,27800000.0,2015,5272.570530585627
114,115,Zimbabwe,Sub-Saharan Africa,4.61,0.271,0.33475,0.25861,0.18987,0.08079,13800000.0,2015,3714.835124201342
115,116,Liberia,Sub-Saharan Africa,4.571000000000001,0.0712,0.34201,0.28531,0.24361999999999998,0.06232000000000001,4470000.0,2015,2114.2374511865974
116,117,India,Southern Asia,4.565,0.64499,0.5152899999999999,0.39786,0.26475,0.08492000000000001,1310000000.0,2015,36193.92214170771
117,118,Sudan,Sub-Saharan Africa,4.55,0.52107,0.36878,0.10081,0.19062,0.1466,38900000.0,2015,6236.98645180507
118,119,Haiti,Latin America and Caribbean,4.518,0.26673,0.38847,0.24425,0.46187,0.17175,10700000.0,2015,3271.0854467592253
119,120,Congo (Kinshasa),Sub-Saharan Africa,4.5169999999999995,0.0,0.09806000000000001,0.22605,0.24834,0.07625,76200000.0,2015,8729.261137118077
120,121,Nepal,Southern Asia,4.513999999999999,0.35996999999999996,0.5687399999999999,0.38282,0.32295999999999997,0.059070000000000004,27000000.0,2015,5196.152422706632
121,122,Ethiopia,Sub-Saharan Africa,4.512,0.19072999999999998,0.44055,0.4345,0.24325,0.15048,101000000.0,2015,10049.875621120891
122,123,Sierra Leone,Sub-Saharan Africa,4.507,0.33024000000000003,0.0,0.4084,0.21488000000000002,0.08786000000000001,7170000.0,2015,2677.6855677991766
123,124,Mauritania,Sub-Saharan Africa,4.436,0.45407,0.35874,0.24231999999999998,0.21899999999999997,0.17461,4050000.0,2015,2012.4611797498108
124,125,Kenya,Sub-Saharan Africa,4.419,0.36471,0.41435,0.42215,0.37542,0.05839,47900000.0,2015,6920.982589199311
125,126,Djibouti,Sub-Saharan Africa,4.369,0.44025,0.36291,0.46074,0.18093,0.28105,914000.0,2015,956.0334722173696
126,127,Armenia,Central and Eastern Europe,4.35,0.7682100000000001,0.7299,0.19847,0.07855,0.039,2930000.0,2015,1711.724276862369
127,128,Botswana,Sub-Saharan Africa,4.332,0.99355,0.047760000000000004,0.49495,0.10461,0.12474,2120000.0,2015,1456.0219778561036
128,129,Myanmar,Southeastern Asia,4.3069999999999995,0.27108000000000004,0.48246000000000006,0.44017,0.79588,0.19034,52700000.0,2015,7259.476565152614
129,130,Georgia,Central and Eastern Europe,4.297,0.7419,0.72926,0.40576999999999996,0.055470000000000005,0.38331,4020000.0,2015,2004.9937655763422
130,131,Malawi,Sub-Saharan Africa,4.292,0.016040000000000002,0.22562,0.43054,0.33128,0.06977,16700000.0,2015,4086.56334834051
131,132,Sri Lanka,Southern Asia,4.271,0.83524,0.70806,0.5372600000000001,0.40828000000000003,0.09179,20900000.0,2015,4571.651780264984
132,133,Cameroon,Sub-Saharan Africa,4.252,0.4225,0.23401999999999998,0.49309,0.20618000000000003,0.05786,23300000.0,2015,4827.007354458868
133,134,Bulgaria,Central and Eastern Europe,4.218,1.01216,0.76649,0.30587,0.11921,0.00872,7200000.0,2015,2683.281572999748
134,135,Egypt,Middle East and Northern Africa,4.194,0.8818,0.61712,0.17288,0.11291,0.06324,92400000.0,2015,9612.491872558332
135,136,Yemen,Middle East and Northern Africa,4.077,0.5464899999999999,0.40064,0.35570999999999997,0.09131,0.07854,26500000.0,2015,5147.815070493501
136,137,Angola,Sub-Saharan Africa,4.033,0.75778,0.16683,0.10384000000000002,0.12344000000000001,0.07122,27900000.0,2015,5282.0450584977025
137,138,Mali,Sub-Saharan Africa,3.995,0.26074,0.20583,0.38856999999999997,0.18798,0.12352,17400000.0,2015,4171.330722922842
138,139,Congo (Brazzaville),Sub-Saharan Africa,3.989,0.67866,0.31051,0.41466000000000003,0.12387999999999999,0.11685999999999999,4860000.0,2015,2204.5407685048604
139,140,Comoros,Sub-Saharan Africa,3.9560000000000004,0.23906,0.36315,0.22916999999999998,0.17440999999999998,0.19899999999999998,777000.0,2015,881.4760348415605
140,141,Uganda,Sub-Saharan Africa,3.931,0.21101999999999999,0.33860999999999997,0.45726999999999995,0.29066,0.07267,38200000.0,2015,6180.614856144977
141,142,Senegal,Sub-Saharan Africa,3.904,0.36498,0.4354,0.36772,0.20843000000000003,0.10712999999999999,14600000.0,2015,3820.99463490856
142,143,Gabon,Sub-Saharan Africa,3.8960000000000004,1.06024,0.43372,0.31914000000000003,0.06822,0.11091,1950000.0,2015,1396.4240043768941
143,144,Niger,Sub-Saharan Africa,3.845,0.0694,0.29707,0.47691999999999996,0.19387000000000001,0.15639,20000000.0,2015,4472.13595499958
144,145,Cambodia,Southeastern Asia,3.819,0.46038,0.61114,0.66246,0.40359,0.07247,15500000.0,2015,3937.0039370059053
145,146,Tanzania,Sub-Saharan Africa,3.781,0.2852,0.38215,0.32878,0.34376999999999996,0.05747000000000001,51500000.0,2015,7176.350047203662
146,147,Madagascar,Sub-Saharan Africa,3.681,0.20824,0.46721,0.19184,0.21333000000000002,0.08123999999999999,24200000.0,2015,4919.349550499537
147,148,Central African Republic,Sub-Saharan Africa,3.678,0.0785,0.06699,0.48878999999999995,0.23835,0.08288999999999999,4490000.0,2015,2118.962010041709
148,149,Chad,Sub-Saharan Africa,3.667,0.34193,0.1501,0.23501,0.18386,0.05269,14100000.0,2015,3754.9966711037173
149,150,Guinea,Sub-Saharan Africa,3.656,0.17417,0.24009,0.37725,0.28657,0.12139000000000001,11400000.0,2015,3376.3886032268265
150,151,Ivory Coast,Sub-Saharan Africa,3.655,0.46534,0.15185,0.46866,0.20165,0.17922000000000002,23200000.0,2015,4816.637831516919
151,152,Burkina Faso,Sub-Saharan Africa,3.5869999999999997,0.25811999999999996,0.27125,0.39493,0.21746999999999997,0.12832000000000002,18100000.0,2015,4254.40947723653
152,153,Afghanistan,Southern Asia,3.575,0.31982,0.30335,0.23414000000000001,0.3651,0.09719,34400000.0,2015,5865.151319446072
153,154,Rwanda,Sub-Saharan Africa,3.465,0.22208000000000003,0.42863999999999997,0.59201,0.22628,0.55191,11400000.0,2015,3376.3886032268265
154,155,Benin,Sub-Saharan Africa,3.34,0.28665,0.3191,0.4845,0.1826,0.0801,10600000.0,2015,3255.764119219941
155,156,Syria,Middle East and Northern Africa,3.0060000000000002,0.6632,0.7219300000000001,0.15684,0.47179,0.18905999999999998,18000000.0,2015,4242.640687119285
156,157,Burundi,Sub-Saharan Africa,2.905,0.0153,0.22396,0.1185,0.19727,0.10062,10200000.0,2015,3193.743884534262
157,158,Togo,Sub-Saharan Africa,2.839,0.20868,0.28443,0.36453,0.16680999999999999,0.10730999999999999,7320000.0,2015,2705.5498516937364
0,1,Denmark,Western Europe,7.526,1.4417799999999998,0.79504,0.5794100000000001,0.36171,0.44453000000000004,5710000.0,2016,2389.560629069704
1,2,Switzerland,Western Europe,7.5089999999999995,1.5273299999999999,0.86303,0.58557,0.28083,0.41203,8380000.0,2016,2894.8229652260256
2,3,Iceland,Western Europe,7.501,1.42666,0.8673299999999999,0.56624,0.47678000000000004,0.14975,332000.0,2016,576.1944116355173
3,4,Norway,Western Europe,7.497999999999999,1.57744,0.79579,0.59609,0.37895,0.35775999999999997,5250000.0,2016,2291.28784747792
4,5,Finland,Western Europe,7.412999999999999,1.40598,0.81091,0.57104,0.25492,0.41003999999999996,5500000.0,2016,2345.207879911715
5,6,Canada,North America,7.404,1.44015,0.8276,0.5737,0.44833999999999996,0.31329,36400000.0,2016,6033.241251599343
6,7,Netherlands,Western Europe,7.3389999999999995,1.46468,0.8123100000000001,0.55211,0.47416,0.29927,17000000.0,2016,4123.105625617661
7,8,New Zealand,Australia and New Zealand,7.334,1.36066,0.83096,0.5814699999999999,0.49401000000000006,0.41903999999999997,4660000.0,2016,2158.7033144922902
8,9,Australia,Australia and New Zealand,7.313,1.4444299999999999,0.8512,0.5683699999999999,0.47407,0.32331,24300000.0,2016,4929.503017546495
9,10,Sweden,Western Europe,7.291,1.45181,0.83121,0.58218,0.38254,0.40867,9840000.0,2016,3136.8774282716245
10,11,Israel,Middle East and Northern Africa,7.267,1.33766,0.8491700000000001,0.36432,0.32288,0.08728,8110000.0,2016,2847.8061731796283
11,12,Austria,Western Europe,7.119,1.45038,0.80565,0.54355,0.32865,0.21348000000000003,8750000.0,2016,2958.039891549808
12,13,United States,North America,7.104,1.50796,0.779,0.48163,0.41076999999999997,0.14868,323000000.0,2016,17972.20075561143
13,14,Costa Rica,Latin America and Caribbean,7.087000000000001,1.06879,0.76146,0.55225,0.22553,0.10547000000000001,4900000.0,2016,2213.5943621178653
15,16,Germany,Western Europe,6.994,1.44787,0.81487,0.53466,0.30451999999999996,0.28551,82200000.0,2016,9066.42156531451
16,17,Brazil,Latin America and Caribbean,6.952000000000001,1.08754,0.61415,0.40425,0.15775999999999998,0.14165999999999998,206000000.0,2016,14352.700094407324
17,18,Belgium,Western Europe,6.928999999999999,1.42539,0.8195899999999999,0.51354,0.2424,0.26248,11400000.0,2016,3376.3886032268265
18,19,Ireland,Western Europe,6.907,1.4834100000000001,0.81455,0.54008,0.44963000000000003,0.29754,4700000.0,2016,2167.94833886788
19,20,Luxembourg,Western Europe,6.871,1.6975200000000001,0.8454200000000001,0.5487,0.27571,0.35329,579000.0,2016,760.920495189872
20,21,Mexico,Latin America and Caribbean,6.778,1.1150799999999998,0.71143,0.37709000000000004,0.11735,0.18355,123000000.0,2016,11090.536506409417
21,22,Singapore,Southeastern Asia,6.739,1.64555,0.94719,0.4877,0.32706,0.46986999999999995,5650000.0,2016,2376.9728648009427
22,23,United Kingdom,Western Europe,6.725,1.40283,0.80991,0.50036,0.50156,0.27399,66300000.0,2016,8142.481194328913
23,24,Chile,Latin America and Caribbean,6.705,1.2167,0.8188300000000001,0.37789,0.31595,0.11450999999999999,18200000.0,2016,4266.145801540309
24,25,Panama,Latin America and Caribbean,6.7010000000000005,1.18306,0.70835,0.48927,0.2418,0.08423,4040000.0,2016,2009.975124224178
25,26,Argentina,Latin America and Caribbean,6.65,1.15137,0.69711,0.42283999999999994,0.10989000000000002,0.07296,43500000.0,2016,6595.452979136459
26,27,Czech Republic,Central and Eastern Europe,6.596,1.30915,0.76376,0.41418,0.09929,0.03986,10600000.0,2016,3255.764119219941
27,28,United Arab Emirates,Middle East and Northern Africa,6.5729999999999995,1.57352,0.72993,0.56215,0.26591,0.35561,9360000.0,2016,3059.411708155671
28,29,Uruguay,Latin America and Caribbean,6.545,1.18157,0.72183,0.54388,0.18056,0.21394000000000002,3420000.0,2016,1849.324200890693
29,30,Malta,Western Europe,6.4879999999999995,1.30782,0.80315,0.54994,0.56237,0.17554,436000.0,2016,660.3029607687671
30,31,Colombia,Latin America and Caribbean,6.481,1.0303200000000001,0.59659,0.44735,0.15625999999999998,0.053989999999999996,48200000.0,2016,6942.621983083913
31,32,France,Western Europe,6.478,1.39488,0.83795,0.46562,0.1216,0.17808,64700000.0,2016,8043.6310208760815
32,33,Thailand,Southeastern Asia,6.474,1.0893,0.64915,0.49553,0.58696,0.02833,69000000.0,2016,8306.623862918075
33,34,Saudi Arabia,Middle East and Northern Africa,6.379,1.48953,0.59267,0.37904,0.15457,0.30008,32400000.0,2016,5692.099788303083
35,36,Qatar,Middle East and Northern Africa,6.375,1.82427,0.71723,0.56679,0.32388,0.48049,2650000.0,2016,1627.8820596099706
36,37,Spain,Western Europe,6.361000000000001,1.34253,0.8789600000000001,0.37545,0.17665,0.06137000000000001,46600000.0,2016,6826.4192663504045
37,38,Algeria,Middle East and Northern Africa,6.355,1.05266,0.6180399999999999,0.21006,0.07044,0.16157,40600000.0,2016,6371.812928829597
38,39,Guatemala,Latin America and Caribbean,6.324,0.83454,0.5403899999999999,0.50379,0.28808,0.08701,16600000.0,2016,4074.3097574926724
39,40,Suriname,Latin America and Caribbean,6.269,1.09686,0.5093300000000001,0.5223399999999999,0.16665,0.12692,565000.0,2016,751.6648189186454
40,41,Kuwait,Middle East and Northern Africa,6.239,1.61714,0.63569,0.43166000000000004,0.15965,0.23669,3960000.0,2016,1989.97487421324
41,42,Bahrain,Middle East and Northern Africa,6.218,1.44024,0.65696,0.47375,0.17147,0.25772,1430000.0,2016,1195.8260743101398
